Run ID,Fuel Use: Natural Gas: Total (MBtu),End Use: Natural Gas: Heating (MBtu),End Use: Natural Gas: Hot Water (MBtu),End Use: Natural Gas: Range/Oven (MBtu),Load: Heating: Delivered (MBtu),Load: Hot Water: Delivered (MBtu),Load: Hot Water: Tank Losses (MBtu)
2124,102.133,88.828,11.084,2.221,73.264,4.844,3.734
5301,46.157,36.858,9.299,0.0,30.019,3.211,3.994
5133,37.402,23.24,12.037,0.0,21.922,7.296,2.191
1593,67.216,56.097,11.119,0.0,46.24,5.026,3.587
5557,17.608,5.092,10.385,2.132,3.464,4.247,3.798
4485,78.925,60.305,14.931,3.688,49.369,9.64,2.128
8248,113.04,100.682,5.996,1.856,82.62,2.479,2.245
7200,47.501,27.844,6.101,0.0,22.963,2.603,2.203
9994,34.262,5.731,22.104,0.0,4.364,13.444,3.68
1103,57.329,46.663,10.666,0.0,43.564,4.746,3.517
741,8.102,2.642,5.46,0.0,2.032,0.0,4.23
11977,103.197,66.92,31.524,0.0,54.356,23.772,0.0
10099,36.423,15.437,17.438,3.548,11.464,9.918,3.523
3466,68.848,54.437,11.17,0.0,51.325,6.84,1.958
6928,23.762,6.86,13.704,3.198,6.444,6.605,4.012
11379,102.952,87.163,11.393,2.776,82.501,5.159,3.666
4643,27.925,12.067,12.66,3.198,9.637,5.955,3.853
1331,19.815,8.598,11.217,0.0,6.587,5.083,3.606
573,65.235,49.441,15.793,0.0,45.914,10.306,2.134
4227,101.168,85.611,12.971,2.586,70.084,6.464,3.585
1755,16.778,11.213,5.565,0.0,7.926,0.0,4.312
1567,70.578,58.598,9.609,2.371,44.698,3.535,3.91
6742,100.156,88.38,9.0,2.776,68.387,5.033,2.061
12537,85.553,66.667,15.654,3.232,54.422,8.299,3.828
8879,24.097,7.382,13.517,3.198,6.813,6.617,3.854
10052,108.442,87.947,17.179,3.316,72.544,9.622,3.672
5568,10.278,2.454,7.825,0.0,1.963,2.343,3.719
8613,125.487,115.054,10.433,0.0,93.491,4.313,3.76
6789,9.271,0.834,8.437,0.0,0.567,4.331,2.32
10436,30.601,14.799,11.638,2.665,14.008,5.128,3.878
5930,71.495,49.232,18.574,3.688,36.672,10.409,3.964
13081,94.229,85.739,8.49,0.0,80.698,2.733,3.837
40,15.704,12.741,2.963,0.0,10.509,0.0,2.336
10604,51.048,39.805,11.243,0.0,32.836,5.06,3.65
2927,48.903,34.177,12.14,2.586,26.186,5.638,3.767
7469,15.743,2.96,9.938,2.845,2.522,3.964,3.735
12395,83.585,68.691,12.118,2.776,56.661,5.767,3.62
4816,56.045,45.477,10.568,0.0,40.667,4.354,3.833
914,24.429,12.422,9.875,2.132,9.83,3.818,3.833
128,57.525,40.431,17.094,0.0,37.859,9.518,3.724
9507,23.671,10.344,10.663,2.665,7.983,4.624,3.636
11722,28.148,15.211,12.938,0.0,12.41,6.404,3.619
3459,133.15,125.066,8.084,0.0,102.549,4.224,2.144
8283,87.735,79.089,8.646,0.0,64.746,3.244,3.454
6319,79.477,68.66,6.693,2.783,56.65,3.333,1.943
4012,97.767,75.93,18.149,3.688,71.866,10.406,3.653
1560,51.16,33.432,14.769,2.959,19.794,7.337,4.104
11528,24.086,21.167,2.919,0.0,12.653,0.0,2.3
3839,103.719,86.244,14.846,0.0,80.131,9.393,2.301
4220,89.561,70.978,15.351,3.232,66.833,8.077,3.815
3461,73.848,58.069,15.78,0.0,44.918,10.162,2.275
1336,25.818,10.534,15.284,0.0,8.585,7.794,4.046
1938,107.166,96.175,8.672,2.319,75.765,2.889,3.83
1104,50.811,35.88,14.931,0.0,27.75,7.713,3.854
3653,61.895,46.649,9.697,0.0,37.759,5.553,2.09
2781,45.568,34.025,8.698,2.845,25.662,3.12,3.618
6321,32.931,23.664,9.267,0.0,21.964,3.47,3.709
9993,43.568,31.12,12.449,0.0,29.154,5.791,3.853
10258,124.417,102.339,18.389,3.688,84.221,10.493,3.737
5762,143.49,128.787,12.118,2.586,87.379,5.471,3.906
580,75.975,64.763,4.255,2.371,61.216,3.208,0.0
2775,72.175,59.156,13.019,0.0,47.496,9.817,0.0
5908,66.961,49.232,14.398,3.331,38.985,7.449,3.705
2311,43.948,22.962,5.435,0.0,18.595,0.0,4.212
78,67.156,56.638,7.674,2.845,46.698,3.968,2.08
5306,189.6,178.015,11.585,0.0,144.09,5.586,3.389
8284,59.939,49.066,8.502,2.371,46.436,2.877,3.71
11173,70.925,61.738,9.187,0.0,50.752,3.367,3.75
779,64.92,56.374,8.546,0.0,53.347,4.725,2.011
9164,36.497,22.997,12.146,0.0,17.971,5.467,3.942
6910,114.601,99.756,12.07,2.776,93.273,5.529,3.811
11341,114.991,99.424,15.567,0.0,77.139,8.163,3.897
10293,26.495,13.728,9.922,2.845,12.918,3.756,3.931
913,46.236,35.905,7.485,2.845,29.616,3.734,2.166
13072,72.615,60.644,9.195,2.776,49.234,5.058,2.185
9500,105.448,80.541,13.536,2.959,76.095,6.728,3.747
11725,46.925,35.856,8.293,2.776,33.519,6.254,0.0
9732,6.753,1.156,5.596,0.0,0.852,0.0,4.337
12968,28.521,18.541,9.98,0.0,17.232,5.613,2.253
1799,15.951,5.531,10.42,0.0,4.362,4.696,3.376
2920,53.54,33.592,14.098,0.0,26.793,7.252,3.67
10603,112.498,87.795,24.703,0.0,66.052,15.095,3.943
10431,9.141,3.429,5.712,0.0,2.828,0.0,4.426
5937,131.816,113.119,15.464,3.232,107.043,8.095,3.886
3698,100.314,74.629,21.259,4.426,57.642,12.803,3.666
8270,54.127,37.466,13.33,3.331,34.758,6.392,3.924
12702,27.655,18.699,8.957,0.0,17.662,3.281,3.658
7836,29.39,15.231,11.556,2.603,14.254,6.928,2.18
2578,20.382,14.879,5.503,0.0,12.273,0.0,4.26
3457,24.423,11.968,12.456,0.0,11.327,5.908,3.741
9951,60.962,39.949,13.974,3.331,32.944,7.098,3.728
6125,42.419,29.393,13.025,0.0,23.354,6.157,3.934
4440,30.044,20.436,9.608,0.0,19.342,3.798,3.646
5592,85.115,52.206,23.022,5.521,35.071,17.361,0.0
3201,57.147,42.123,12.438,2.586,38.828,5.49,4.136
6773,32.8,23.287,9.512,0.0,18.769,3.51,3.86
4024,134.355,123.775,8.45,0.0,116.046,2.867,3.672
1556,90.103,71.868,18.235,0.0,57.05,10.284,3.841
126,54.082,42.313,11.769,0.0,34.206,7.154,2.122
6787,105.356,65.811,26.593,5.057,54.27,16.78,3.798
5102,35.757,18.774,14.024,2.959,17.769,7.245,3.619
2115,17.257,11.561,5.695,0.0,8.456,0.0,4.413
2571,54.363,40.055,14.308,0.0,29.713,7.252,3.832
3691,23.071,13.144,9.927,0.0,10.417,5.828,1.995
7231,64.88,44.519,16.673,3.688,41.597,9.447,3.456
5566,101.615,84.661,13.624,3.331,80.118,6.945,3.598
13044,83.391,71.069,9.538,2.783,66.988,3.736,3.653
925,71.4,51.281,16.571,3.548,39.241,9.082,3.755
4229,17.926,9.38,8.546,0.0,8.875,4.474,2.261
11521,28.744,18.934,7.913,1.897,14.083,2.3,3.83
1931,67.544,47.382,17.088,3.074,44.845,9.548,3.69
11979,96.666,80.703,13.187,2.776,65.508,6.26,3.956
11145,90.421,74.004,16.417,0.0,60.645,9.149,3.57
6926,20.614,12.433,8.18,0.0,11.606,4.268,2.18
8080,57.098,39.944,13.039,0.0,32.372,8.128,2.142
12734,181.45,167.182,11.492,2.776,136.42,5.213,3.689
5559,100.259,84.003,16.256,0.0,68.938,10.663,2.15
8246,73.268,65.205,5.744,2.319,60.755,2.512,2.016
10063,62.244,46.305,15.939,0.0,36.045,10.405,2.157
12506,20.526,7.702,11.025,0.0,6.648,5.574,2.967
10635,102.476,92.451,5.771,2.783,71.662,4.352,0.0
12162,63.194,37.879,13.534,3.331,34.529,6.394,4.079
5901,11.296,1.305,9.99,0.0,1.236,5.661,2.213
8622,139.203,103.228,24.441,4.601,85.132,15.073,3.764
2318,32.934,27.656,5.278,0.0,22.466,1.856,2.305
10407,209.65,193.804,12.755,0.0,180.335,6.319,3.562
2744,47.367,32.689,14.678,0.0,30.642,7.464,3.907
3696,59.469,49.774,6.911,2.783,46.692,3.316,2.132
5561,69.873,47.208,22.665,0.0,34.048,13.528,4.03
783,47.496,26.113,17.541,3.842,21.159,10.161,3.412
4681,11.519,5.999,5.52,0.0,4.391,0.0,4.277
5753,8.813,3.124,5.688,0.0,2.927,0.0,4.408
10269,7.433,4.475,2.957,0.0,3.628,0.0,2.331
5337,20.428,15.407,5.02,0.0,14.584,0.0,3.89
13088,153.261,125.58,15.633,3.688,102.37,10.284,2.003
1797,21.142,4.905,13.039,3.198,2.969,6.212,3.89
12966,13.758,8.258,5.5,0.0,6.628,0.0,4.261
2112,15.528,10.169,5.359,0.0,8.272,0.0,4.152
7460,40.114,29.687,8.531,1.897,28.044,2.739,3.836
7652,89.462,77.277,9.599,2.586,63.221,5.456,2.11
1763,13.799,8.77,5.029,0.0,6.448,0.0,3.897
12992,87.937,77.69,10.247,0.0,61.83,5.934,2.138
6546,119.41,82.368,24.901,4.974,63.788,15.502,3.688
3206,59.48,48.886,8.224,2.371,40.323,2.72,3.651
11519,29.823,16.253,10.906,2.665,13.016,4.586,3.863
1551,78.85,64.832,11.353,2.665,61.327,5.031,3.719
10893,17.66,2.445,12.017,3.198,1.945,5.644,3.666
11941,64.304,48.594,12.75,2.959,40.003,5.956,3.922
4447,82.084,67.37,11.939,2.776,55.57,5.545,3.657
1135,38.503,32.717,5.786,0.0,26.981,0.0,4.484
2582,9.089,3.522,5.567,0.0,2.839,0.0,4.314
9956,40.58,31.387,9.193,0.0,24.155,3.334,3.789
12357,43.16,35.01,6.253,1.897,33.131,2.612,2.316
10632,72.738,54.257,14.577,3.904,44.485,9.365,2.091
2911,129.031,121.109,7.922,0.0,99.213,2.474,3.663
5308,48.041,33.731,11.644,2.665,25.577,4.836,4.185
12959,41.509,33.484,8.025,0.0,27.08,4.245,2.081
8073,121.998,106.267,15.73,0.0,87.222,8.616,3.57
12733,79.997,62.365,17.632,0.0,58.009,9.908,3.751
8241,15.667,4.523,11.144,0.0,3.732,5.576,3.057
10064,46.398,32.439,11.294,2.665,30.694,5.076,3.673
9155,114.156,93.497,16.78,3.878,88.092,9.03,3.955
9969,17.759,7.767,9.992,0.0,6.236,4.034,3.706
1338,14.316,8.724,5.592,0.0,6.284,0.0,4.333
4478,61.532,48.652,10.659,2.221,45.515,4.511,3.746
1936,21.393,16.308,5.085,0.0,11.689,0.0,3.94
748,33.843,21.079,12.763,0.0,15.84,5.886,4.002
10090,157.61,130.375,22.262,4.974,88.632,15.772,1.763
11142,25.684,11.693,13.991,0.0,9.386,6.813,4.026
11526,107.005,94.604,12.401,0.0,89.471,5.693,3.914
9531,63.702,48.944,11.982,2.776,39.502,5.762,3.52
3837,97.591,75.733,18.542,3.316,71.339,10.749,3.614
12191,39.439,28.281,8.571,2.587,26.577,6.463,0.0
982,15.621,5.722,8.003,1.897,5.417,2.465,3.736
22,20.384,14.941,5.443,0.0,11.657,0.0,4.218
7639,87.561,70.781,14.655,0.0,66.537,7.599,3.754
3299,56.651,40.997,13.051,2.603,33.763,6.096,4.015
10030,53.879,39.23,12.282,2.367,29.73,5.767,3.748
5738,143.122,128.871,11.018,3.232,106.266,8.309,0.0
7853,94.604,83.611,8.217,2.776,68.965,6.196,0.0
1962,15.536,0.257,15.28,0.0,0.2,7.515,4.322
976,31.229,20.754,10.475,0.0,17.082,4.288,3.826
3863,55.551,47.15,8.401,0.0,44.029,2.47,4.039
11572,38.291,25.445,10.205,0.0,23.817,3.905,4.001
378,31.294,22.205,9.09,0.0,15.096,3.204,3.838
5535,92.473,75.901,13.241,3.331,59.595,6.652,3.605
5151,112.419,96.394,13.474,0.0,78.333,8.48,2.134
7606,27.682,9.202,18.48,0.0,7.462,12.524,2.032
2374,23.919,10.199,11.055,2.665,7.603,4.341,4.224
3094,69.314,58.806,10.508,0.0,47.39,4.486,3.655
5363,35.583,20.466,15.117,0.0,18.622,9.648,2.232
347,34.496,18.631,12.905,2.959,14.957,6.203,3.795
3252,91.649,80.659,10.99,0.0,75.306,6.461,2.177
3060,27.145,16.492,10.653,0.0,13.568,4.476,3.776
13028,39.904,19.99,13.487,0.0,18.604,8.508,2.122
949,93.707,83.212,8.124,2.371,62.228,2.847,3.447
6176,62.306,44.624,14.449,3.232,36.52,7.261,3.933
511,65.483,55.617,9.866,0.0,44.833,3.787,3.849
1353,7.179,4.074,3.105,0.0,3.796,0.0,2.448
723,22.408,8.204,14.205,0.0,5.993,6.651,4.354
8682,20.574,15.326,5.247,0.0,12.582,0.0,4.066
4873,119.283,89.496,24.814,4.974,82.463,15.561,3.563
13010,158.949,140.898,12.185,2.776,116.124,5.543,3.887
11747,14.832,0.35,14.482,0.0,0.325,9.129,2.285
3058,14.567,9.395,5.172,0.0,8.831,0.0,4.007
529,41.291,26.962,11.664,2.665,25.258,5.045,3.991
11111,173.779,160.533,11.025,2.221,132.361,4.879,3.662
10205,51.785,42.757,9.028,0.0,40.47,3.204,3.79
7068,68.435,62.653,5.781,0.0,48.755,4.36,0.0
6986,55.018,36.18,18.838,0.0,33.819,10.749,3.845
7854,8.779,8.779,0.0,0.0,8.23,0.0,0.0
2728,78.142,27.467,21.298,0.0,22.383,12.662,3.819
12760,10.8,0.978,9.822,0.0,0.907,3.958,3.652
4887,31.439,21.824,9.615,0.0,16.513,3.791,3.657
12304,36.922,29.226,7.696,0.0,23.866,3.946,2.12
25,82.568,68.261,11.532,2.776,55.889,5.139,3.794
724,15.496,5.368,10.128,0.0,5.043,4.091,3.756
1166,102.134,71.366,20.327,4.426,58.861,12.16,3.586
4414,85.657,69.244,13.454,2.959,56.666,6.558,3.865
6171,127.55,114.119,10.846,2.586,92.858,6.35,2.193
3403,111.268,96.915,14.352,0.0,74.98,10.823,0.0
11778,27.717,13.458,14.259,0.0,12.679,9.095,2.143
172,25.521,22.599,2.921,0.0,16.382,0.0,2.303
4242,27.971,14.015,11.589,2.367,11.355,5.177,3.801
1502,113.736,105.874,7.862,0.0,84.057,2.425,3.666
6727,29.249,21.148,8.101,0.0,17.163,2.551,3.725
2387,27.718,12.244,15.474,0.0,9.129,8.096,3.892
7433,54.203,41.686,9.851,2.665,32.665,4.04,3.592
3093,22.245,15.603,6.642,0.0,12.686,3.03,2.205
2141,38.13,20.142,14.735,3.254,16.355,7.648,3.767
186,26.31,20.639,5.671,0.0,19.535,0.0,4.394
12935,12.429,3.49,8.939,0.0,2.805,2.818,4.107
12109,13.714,0.712,13.003,0.0,0.582,6.237,3.836
4084,40.501,29.624,8.212,2.665,24.346,4.628,1.844
2373,61.413,39.334,14.729,3.254,35.898,7.591,3.819
1192,15.721,12.743,2.978,0.0,10.511,0.0,2.348
5532,64.18,49.116,12.288,2.776,40.164,5.536,3.984
5700,40.155,26.228,10.968,2.959,19.499,6.511,2.128
6944,115.08,63.333,18.681,3.688,47.711,10.391,4.064
9130,32.743,12.856,10.497,3.198,10.449,6.088,2.186
7298,42.359,12.344,15.764,2.951,11.353,8.164,4.035
4079,8.019,2.515,5.504,0.0,2.35,0.0,4.265
11543,73.298,49.827,5.931,0.0,46.935,4.473,0.0
2980,66.561,44.586,18.287,3.688,41.924,10.488,3.679
3852,115.699,69.564,17.84,3.878,46.233,9.893,3.927
1739,64.733,47.875,11.493,0.0,44.854,6.94,2.118
5399,101.382,90.855,10.528,0.0,85.108,4.258,3.898
5963,33.428,19.395,11.368,2.665,14.76,4.976,3.831
12332,103.802,81.037,18.048,0.0,75.858,10.181,3.801
8640,110.386,89.226,17.472,3.688,83.514,11.509,2.253
11785,62.464,54.327,6.24,1.897,44.558,2.819,2.097
2148,49.582,38.458,8.886,0.0,31.134,3.303,3.574
12564,67.259,53.716,13.542,0.0,50.774,6.907,3.572
12756,153.038,139.249,13.789,0.0,113.875,6.766,3.905
10001,99.537,76.12,19.728,3.688,72.014,11.598,3.684
144,59.271,48.97,8.404,1.897,39.471,2.767,3.744
4274,46.208,32.477,11.067,2.665,26.413,4.96,3.613
978,191.257,169.781,14.937,3.551,101.841,7.742,3.829
2183,38.151,24.149,11.337,2.665,19.344,4.705,4.078
3051,94.486,76.828,13.372,2.586,63.201,6.347,4.012
6711,18.544,0.491,12.788,0.0,0.369,6.497,3.411
3263,44.695,31.662,10.257,2.776,18.857,5.793,2.291
376,72.235,47.72,20.378,4.136,44.92,11.833,3.936
5194,128.72,112.899,12.871,2.951,92.362,5.998,3.962
11924,29.93,20.557,9.373,0.0,18.909,5.063,2.324
3607,90.785,69.079,21.706,0.0,65.144,13.011,3.804
1150,79.907,66.548,13.359,0.0,62.983,6.667,3.682
4422,18.57,5.127,9.285,0.0,4.14,3.505,3.689
1362,25.833,17.103,8.73,0.0,13.529,2.938,3.826
4610,124.593,102.488,12.361,2.776,95.807,6.109,3.468
7095,38.32,27.308,6.614,2.776,25.65,4.988,0.0
7253,34.518,26.492,8.026,0.0,24.883,2.402,3.816
1998,30.648,20.312,8.439,1.897,16.696,2.579,3.96
1396,15.584,1.856,11.063,2.665,1.532,4.997,3.574
8815,123.753,109.851,10.384,2.221,74.678,4.211,3.834
7061,88.062,66.943,21.119,0.0,54.338,12.5,3.842
8029,63.821,53.166,8.335,2.319,41.373,2.754,3.704
2513,71.506,54.456,13.719,3.331,50.849,6.848,3.78
4280,28.099,15.322,8.561,2.371,14.503,3.011,3.621
382,87.122,75.524,11.598,0.0,62.227,5.273,3.713
12563,44.129,30.916,10.368,2.845,29.244,4.587,3.446
2973,96.089,84.937,7.715,2.319,69.444,2.447,3.53
10650,86.655,59.529,22.981,4.145,48.684,13.978,3.824
10462,40.265,25.2,12.29,2.776,23.602,5.718,3.793
2987,8.868,3.318,5.55,0.0,2.552,0.0,4.3
3069,7.59,4.45,3.14,0.0,3.609,0.0,2.475
4842,66.73,48.278,15.22,3.232,45.467,7.889,3.902
13213,63.26,44.011,12.282,0.0,41.202,5.613,3.902
10496,45.683,38.108,7.576,0.0,31.321,3.898,2.073
2389,21.22,8.042,10.334,2.845,5.886,4.614,3.392
1168,109.224,79.893,17.283,3.688,75.094,9.565,3.808
1954,74.939,66.355,8.584,0.0,54.729,3.136,3.515
11312,37.715,27.202,9.171,0.0,25.527,3.125,3.98
4628,17.428,0.998,16.429,0.0,0.909,8.93,3.797
3290,72.658,65.027,7.631,0.0,60.539,2.167,3.745
4287,176.209,154.705,14.464,3.331,115.409,7.521,3.672
1391,123.151,104.179,18.971,0.0,98.478,11.578,3.118
7066,105.265,85.933,11.463,0.0,80.799,6.886,2.144
6988,57.84,41.434,6.662,2.776,33.86,5.024,0.0
2726,85.143,71.145,11.222,2.776,67.234,5.026,3.658
4617,48.688,35.121,13.567,0.0,27.217,6.9,3.611
3600,99.995,82.921,13.744,3.331,77.963,6.889,3.758
1533,10.569,4.809,5.76,0.0,4.482,0.0,4.464
1701,112.206,101.679,8.307,2.221,79.308,4.393,2.151
4273,23.566,14.83,8.736,0.0,13.794,2.688,4.081
11749,38.834,24.85,13.984,0.0,18.715,7.211,3.622
2184,38.09,34.79,3.3,0.0,26.157,2.489,0.0
1306,145.807,130.823,13.038,0.0,107.902,6.336,3.714
8885,81.651,69.364,10.154,2.132,56.859,3.893,3.975
3451,39.281,27.953,8.958,2.371,21.079,3.198,3.741
6311,46.684,37.451,6.865,2.367,30.459,5.177,0.0
776,48.104,42.475,5.629,0.0,34.621,0.0,4.339
1908,50.172,47.075,3.098,0.0,38.812,0.0,2.442
5594,78.416,65.938,9.702,2.776,62.192,5.537,2.11
5752,70.113,51.581,11.492,3.331,48.465,6.924,2.133
7839,86.871,68.025,15.531,3.316,63.395,9.944,2.262
11188,58.78,24.851,12.668,3.198,23.428,6.194,3.619
10866,129.601,106.925,18.988,3.688,88.16,10.457,4.178
2745,97.071,80.219,13.902,2.951,64.687,7.112,3.602
3697,87.386,74.097,13.289,0.0,57.637,6.82,3.464
7653,16.702,11.697,5.005,0.0,10.897,0.0,3.878
2321,27.099,8.671,14.877,3.551,6.479,8.266,3.259
5104,14.366,2.732,8.969,2.665,2.217,4.972,2.097
12967,38.95,15.698,17.468,3.904,12.946,9.967,3.565
2113,14.417,7.948,6.469,0.0,6.547,2.867,2.232
48,39.471,22.158,10.041,2.132,17.864,3.947,3.823
9154,15.527,5.377,10.149,0.0,4.218,4.114,3.749
8086,31.135,23.008,8.127,0.0,18.978,2.632,3.664
5799,31.802,17.77,14.032,0.0,16.819,7.249,3.621
83,67.151,47.384,16.513,3.254,44.177,9.018,3.775
3238,22.279,1.508,16.929,3.842,1.099,11.017,2.325
2910,69.522,43.766,21.33,4.426,41.294,12.621,3.885
10633,30.715,16.719,8.403,1.856,13.791,2.47,4.04
12958,87.234,72.384,9.511,2.783,58.578,3.776,3.592
5907,68.746,43.225,18.917,0.0,40.285,10.749,3.889
10401,69.932,62.427,7.506,0.0,51.492,1.996,3.819
12732,39.239,29.011,8.097,0.0,27.228,2.841,3.433
10065,117.576,96.387,17.501,3.688,79.358,9.634,3.924
10257,65.931,47.83,15.972,0.0,44.383,8.339,4.034
5331,42.814,27.209,12.829,2.776,22.183,5.78,4.158
10439,17.529,7.672,9.857,0.0,6.291,3.472,4.165
2326,40.233,30.227,8.109,1.897,23.017,2.752,3.531
2742,54.247,44.895,7.131,2.221,42.225,3.634,1.987
8278,8.542,8.542,0.0,0.0,7.963,0.0,0.0
4687,57.77,44.332,11.07,2.367,34.74,4.7,3.876
5755,86.335,71.557,12.002,2.776,66.198,5.482,3.816
8876,62.624,51.624,11.0,0.0,39.248,4.968,3.554
6316,33.176,15.108,5.25,0.0,12.464,0.0,4.068
10895,16.407,4.103,12.304,0.0,3.197,5.714,3.818
11947,103.126,89.577,13.55,0.0,73.771,6.62,3.865
3664,81.474,66.684,12.014,2.776,54.277,5.547,3.76
1133,52.664,43.397,9.267,0.0,33.985,3.67,3.51
1301,27.444,15.647,9.426,2.371,11.789,3.303,4.0
6124,49.101,35.858,10.293,2.951,33.383,7.762,0.0
3456,17.034,3.998,10.191,2.845,3.304,4.576,3.319
1765,33.153,24.738,8.414,0.0,18.835,6.345,0.0
127,24.251,15.174,7.181,1.897,14.187,1.574,3.989
12994,81.139,64.635,13.174,3.331,49.55,6.315,3.89
3032,51.265,32.253,16.062,2.951,29.68,8.775,3.655
6772,51.448,29.255,18.505,3.688,27.516,10.268,4.067
1557,61.268,50.512,8.436,2.319,41.663,2.663,3.873
13248,28.402,14.323,11.304,2.776,11.083,5.032,3.725
7801,23.04,8.393,14.647,0.0,7.947,7.241,4.106
12507,56.535,43.748,10.011,2.776,40.323,5.796,2.094
12735,72.375,50.944,18.116,3.316,39.387,10.177,3.842
5900,87.414,68.689,15.493,3.232,56.098,8.119,3.871
8623,66.345,48.203,14.91,3.232,38.641,7.392,4.159
70,62.011,39.412,18.911,3.688,30.231,10.84,3.794
12163,46.695,33.468,10.382,2.845,27.605,4.061,3.982
84,66.549,46.345,13.577,3.198,37.538,6.741,3.777
13045,101.361,90.256,8.322,2.783,74.48,2.803,3.644
4228,78.596,66.283,12.313,0.0,61.313,5.764,3.775
12197,82.159,70.616,11.543,0.0,66.837,5.176,3.758
6927,51.643,25.099,21.944,4.601,20.304,15.017,2.267
9153,18.356,3.031,12.127,3.198,2.77,5.562,3.833
6329,96.871,84.306,10.344,2.221,79.426,4.185,3.828
11144,68.227,55.092,10.915,2.221,50.928,4.501,3.955
11978,84.972,66.104,13.002,2.776,54.423,6.253,3.809
4483,95.056,69.315,21.862,3.878,57.18,13.273,3.663
11985,59.831,48.779,11.052,0.0,36.242,4.612,3.951
9992,30.32,9.92,17.146,3.254,8.009,9.046,4.237
3494,24.789,10.587,14.203,0.0,8.043,7.239,3.764
7808,68.921,57.564,11.356,0.0,54.451,6.866,2.079
2546,16.277,5.683,10.594,0.0,4.65,4.303,3.905
5763,26.949,11.776,11.975,3.198,8.746,5.592,3.685
79,42.124,29.916,10.075,2.132,24.459,3.943,3.863
5909,133.392,102.159,17.611,3.878,79.639,9.812,3.817
1595,6.67,6.67,0.0,0.0,6.313,0.0,0.0
3004,64.08,50.667,13.413,0.0,47.337,6.569,3.822
111,124.933,111.533,13.4,0.0,66.462,8.377,2.186
1753,50.493,42.746,5.851,1.897,32.926,2.402,2.21
4221,7.613,1.591,6.022,0.0,1.159,4.541,0.0
323,44.278,28.618,12.462,3.198,26.606,6.217,3.438
11529,22.953,3.197,15.852,3.904,2.638,8.543,3.737
1105,47.399,42.186,5.213,0.0,34.649,0.0,4.04
4477,70.441,57.946,9.719,2.776,46.96,5.552,2.109
3652,132.454,122.006,10.448,0.0,100.63,4.509,3.585
1337,17.529,12.7,4.829,0.0,10.218,0.0,3.742
575,33.994,22.995,8.628,2.371,17.792,2.848,3.837
4645,32.326,23.162,6.794,2.371,18.963,3.017,2.338
5936,27.373,10.385,13.791,3.198,7.779,6.653,4.031
1798,18.74,13.186,5.554,0.0,10.407,0.0,4.298
5338,107.917,90.523,14.162,3.232,74.67,7.246,3.714
46,14.412,9.131,5.281,0.0,7.533,0.0,4.092
8427,41.723,29.4,9.547,2.776,24.046,5.203,2.317
12531,62.951,50.392,9.783,2.776,34.035,5.617,2.095
10266,100.694,75.205,21.344,4.145,70.868,12.746,3.77
2579,71.334,56.421,12.137,2.776,43.585,5.581,3.812
11186,71.971,55.265,16.706,0.0,42.814,12.598,0.0
7239,14.477,9.04,3.647,0.0,6.913,2.75,0.0
3699,29.577,18.563,8.643,2.371,17.423,2.956,3.74
10868,104.217,86.346,17.871,0.0,70.106,10.222,3.607
9959,100.808,90.988,7.599,2.221,70.467,3.913,2.077
778,10.305,4.838,5.467,0.0,4.573,0.0,4.236
4448,98.134,86.489,8.208,2.319,80.884,2.436,3.924
3209,11.313,5.738,5.575,0.0,5.358,0.0,4.32
11724,27.043,18.764,6.232,0.0,17.413,2.889,2.023
9961,49.619,43.454,6.165,0.0,26.012,4.649,0.0
6115,58.03,48.204,9.826,0.0,45.495,4.082,3.531
3467,9.25,4.202,5.048,0.0,3.888,0.0,3.911
1330,29.087,9.134,19.953,0.0,6.945,12.277,3.18
572,52.085,39.76,12.324,0.0,23.85,6.206,3.342
5790,55.465,35.984,19.482,0.0,34.058,11.258,3.817
10098,59.375,32.411,14.009,3.232,29.812,6.956,3.896
4828,163.112,140.36,18.874,3.878,115.816,10.678,3.927
1566,45.38,37.761,7.62,0.0,29.804,2.148,3.755
4014,75.625,51.096,19.517,0.0,39.528,11.326,3.776
1754,48.806,40.998,7.808,0.0,31.566,2.471,3.578
7665,59.741,32.976,18.065,3.688,30.905,10.206,3.788
6585,38.27,22.409,13.085,2.776,17.136,6.166,3.971
2125,11.195,5.535,5.66,0.0,4.325,0.0,4.386
7033,39.995,23.088,13.577,3.331,21.546,6.912,3.605
8847,37.478,27.608,7.649,2.221,25.928,3.837,2.192
3493,37.245,21.792,12.787,2.665,12.886,5.454,4.453
5556,238.539,226.105,9.658,2.776,186.287,5.568,2.044
7201,95.637,82.131,11.286,2.221,75.945,4.769,3.974
10850,47.248,39.702,7.546,0.0,32.523,5.69,0.0
129,14.473,9.203,5.27,0.0,6.257,0.0,4.083
4219,10.284,4.725,5.559,0.0,3.873,0.0,4.307
915,14.683,3.079,9.472,2.132,2.857,3.827,3.511
13074,39.534,20.547,15.436,3.551,19.367,8.128,3.83
4817,37.917,27.591,10.326,0.0,20.708,4.258,3.742
13246,28.768,7.233,17.63,3.904,5.84,10.035,3.608
11175,63.067,42.038,13.989,3.331,28.579,7.168,3.658
1901,10.273,4.842,5.431,0.0,3.427,0.0,4.209
11347,18.378,6.828,8.705,2.845,5.397,3.17,3.574
6916,18.088,11.198,6.89,0.0,7.358,3.259,2.172
5569,51.864,30.181,17.995,3.688,28.414,9.847,4.078
