Run ID,Fuel Use: Natural Gas: Total (MBtu),End Use: Natural Gas: Heating (MBtu),End Use: Natural Gas: Hot Water (MBtu),End Use: Natural Gas: Range/Oven (MBtu),Load: Heating: Delivered (MBtu),Load: Hot Water: Delivered (MBtu),Load: Hot Water: Tank Losses (MBtu)
401,9.175,3.812,5.363,0.0,3.051,0.0,4.155
8934,69.654,58.533,8.801,2.319,48.024,3.078,3.741
5617,129.163,115.181,11.397,2.586,108.609,6.827,2.151
10749,22.588,9.294,10.63,2.665,7.242,4.612,3.622
7524,63.888,43.669,16.341,3.878,33.847,9.088,3.557
2264,4.539,0.034,4.506,0.0,0.027,0.0,3.491
9830,87.66,60.935,9.55,2.371,50.136,3.558,3.841
3536,63.086,50.528,12.558,0.0,39.107,6.342,3.386
423,41.176,35.564,5.613,0.0,33.313,0.0,4.344
1261,22.211,16.87,5.341,0.0,12.547,0.0,4.134
4521,159.757,149.514,4.084,2.783,117.146,3.08,0.0
4145,8.767,1.572,7.195,0.0,1.153,3.508,2.163
6612,27.008,7.228,16.229,3.551,6.731,8.805,3.767
3360,31.132,11.243,16.341,3.548,10.431,8.922,3.737
4377,26.552,17.234,9.318,0.0,16.285,3.39,3.828
5063,50.638,35.259,8.049,2.319,23.14,2.238,3.998
10559,79.999,57.378,18.779,3.842,54.287,10.582,3.949
3394,26.373,15.742,8.261,2.371,11.829,2.718,3.682
2074,140.865,122.784,12.214,2.776,101.268,5.856,3.606
5251,43.512,29.833,11.015,2.665,23.032,4.506,4.028
4383,79.159,67.069,12.09,0.0,54.666,5.542,3.825
6282,84.472,49.819,29.132,5.521,46.578,18.879,3.663
10901,57.931,46.76,8.951,2.221,36.045,4.876,2.179
844,38.542,25.97,12.572,0.0,19.381,7.661,2.241
9457,18.943,9.0,8.046,1.897,7.902,2.395,3.839
10592,18.454,15.167,3.288,0.0,14.211,0.0,2.592
1408,18.818,7.145,9.302,2.371,4.859,3.046,4.161
11818,9.868,4.575,5.292,0.0,4.286,0.0,4.101
1850,87.706,68.883,15.591,3.232,46.828,8.417,3.66
9033,50.943,34.961,11.585,2.776,28.836,5.031,3.945
3509,52.859,36.443,13.086,3.331,28.735,6.431,3.706
7995,69.711,52.27,14.11,3.331,48.997,7.172,3.759
8327,80.993,67.233,11.539,2.221,54.507,4.895,4.035
8115,26.058,10.249,13.206,2.603,8.36,6.543,3.688
11686,21.422,13.653,7.769,0.0,11.179,3.885,2.239
7539,19.94,11.333,6.236,2.371,10.578,2.831,2.084
8571,129.552,117.698,9.071,2.783,96.4,3.544,3.448
9691,72.391,40.399,26.935,5.057,33.314,19.067,2.1
5860,161.119,130.476,23.71,0.0,106.606,14.729,3.617
10308,20.618,10.208,10.41,0.0,9.478,4.075,3.991
5632,15.964,5.151,10.812,0.0,4.804,5.016,3.361
7501,128.034,114.0,11.074,2.959,93.495,6.562,2.166
2073,17.866,4.83,10.192,2.845,4.412,4.024,3.872
5256,21.435,4.062,13.822,3.551,3.212,8.595,2.298
4384,58.353,37.378,17.66,3.316,29.21,9.932,3.749
5064,57.201,45.127,12.075,0.0,36.813,5.431,3.923
12209,48.233,34.863,11.149,2.221,32.656,4.909,3.719
2241,171.795,152.309,16.255,3.232,124.185,8.768,3.811
6427,176.611,158.307,15.072,3.232,149.836,7.986,3.677
10798,73.103,49.046,20.178,3.878,46.081,11.686,3.945
272,52.804,35.557,14.408,2.838,27.133,7.024,4.081
6615,167.162,137.276,17.838,3.688,111.223,9.857,3.946
3367,85.617,70.201,15.416,0.0,57.903,8.118,3.824
1054,96.465,76.414,9.651,2.845,62.968,3.993,3.484
4526,54.754,40.192,14.562,0.0,37.964,7.523,3.758
1868,17.398,11.778,5.62,0.0,9.597,0.0,4.355
9239,31.91,16.38,12.276,3.254,13.357,7.514,2.155
11820,23.397,11.97,11.426,0.0,9.272,5.094,3.758
6043,21.679,13.144,6.164,2.371,9.874,2.792,2.066
1266,156.369,139.145,17.224,0.0,114.766,12.989,0.0
4714,65.283,52.306,10.756,2.221,43.002,4.519,3.814
10561,29.51,24.044,5.467,0.0,19.676,0.0,4.236
9696,55.801,37.899,14.67,3.232,35.874,7.397,3.968
5867,119.12,109.369,7.895,1.856,103.489,2.424,3.661
4189,41.548,38.298,3.251,0.0,29.675,2.451,0.0
11681,104.221,84.092,16.441,3.688,79.6,10.738,2.22
10337,130.036,113.635,12.115,2.586,93.738,6.079,3.307
2428,41.555,25.899,7.802,1.897,23.986,2.12,3.925
7368,68.401,44.432,23.969,0.0,36.19,16.694,2.197
1259,36.49,28.292,6.301,1.897,22.21,2.799,2.168
6840,23.186,9.512,9.256,2.132,9.004,3.749,3.421
629,64.104,44.222,16.334,3.548,36.389,9.071,3.583
4519,58.012,45.9,9.891,2.221,43.404,4.099,3.564
1857,21.685,14.446,5.342,1.897,13.57,1.972,2.239
13122,119.766,110.516,9.25,0.0,103.622,3.719,3.439
843,41.453,23.722,14.181,3.551,18.277,7.292,3.693
11675,18.909,4.903,11.341,2.665,3.338,5.098,3.689
8582,105.072,81.254,17.261,4.426,66.717,13.017,0.0
12831,45.033,14.875,25.184,4.974,13.874,15.557,3.93
2879,76.85,71.165,5.685,0.0,67.2,2.47,1.998
3197,129.062,113.464,15.598,0.0,105.004,8.332,3.691
4180,90.471,80.942,7.674,1.856,65.743,1.979,3.966
5052,54.083,42.181,10.591,0.0,39.923,4.401,3.804
8329,48.511,35.057,6.077,2.665,32.494,4.583,0.0
10930,113.588,102.95,8.319,2.319,79.211,2.45,3.988
5436,95.248,86.363,7.029,1.856,80.943,1.966,3.48
5604,148.537,130.576,15.011,2.951,101.112,7.733,3.883
8927,90.31,75.011,10.606,2.221,70.632,4.812,3.404
1250,79.529,58.499,17.341,3.688,35.091,9.702,3.732
4722,133.236,118.104,12.356,2.776,96.574,5.68,3.882
6075,33.423,24.187,9.236,0.0,19.476,3.145,4.011
3507,155.721,148.429,7.292,0.0,100.905,1.879,3.77
5294,60.831,49.366,9.963,0.0,40.688,3.96,3.759
4948,4.111,1.226,2.885,0.0,0.991,0.0,2.274
8918,69.551,54.859,11.915,2.776,45.252,5.499,3.722
7950,26.41,16.106,5.207,0.0,10.957,2.133,1.971
6882,65.885,47.736,12.282,2.776,39.206,5.588,3.916
1895,11.473,5.877,5.596,0.0,3.995,0.0,4.336
10133,58.944,48.127,10.817,0.0,39.695,4.491,3.846
5851,35.992,12.369,19.781,3.842,11.493,12.111,3.212
10557,47.773,38.095,7.307,2.371,31.424,3.559,2.2
11485,275.639,249.623,17.316,3.688,205.909,9.839,3.561
7508,38.824,27.68,11.144,0.0,21.305,4.933,3.7
9492,68.946,56.742,12.203,0.0,53.507,5.696,3.758
881,14.071,8.022,6.049,0.0,5.813,0.0,4.688
4977,45.584,34.034,11.549,0.0,27.99,5.139,3.809
10791,98.178,87.53,8.328,2.319,72.197,2.753,3.699
3960,8.897,3.423,5.475,0.0,2.607,0.0,4.242
7198,105.062,92.256,8.356,2.319,74.293,2.803,3.671
11227,51.929,39.709,9.437,2.783,32.755,3.373,3.938
3538,42.925,30.193,8.608,2.783,28.535,3.028,3.641
1861,38.219,23.969,11.585,2.665,19.77,5.017,3.958
11015,82.957,59.11,12.114,2.603,46.837,5.559,3.826
6624,38.224,18.13,16.546,3.548,14.761,8.725,4.094
4173,29.54,18.802,8.841,1.897,14.142,2.756,4.095
1633,10.645,5.101,5.544,0.0,3.943,0.0,4.296
4341,14.071,3.735,10.337,0.0,2.872,3.923,4.086
6416,30.67,19.823,10.847,0.0,16.11,4.61,3.793
3958,24.692,14.24,10.451,0.0,10.763,4.341,3.755
3164,19.183,11.166,8.017,0.0,8.974,2.73,3.48
415,32.616,21.097,9.148,2.371,12.655,2.98,4.107
4725,82.589,67.053,15.536,0.0,62.642,8.13,3.844
3500,45.423,31.717,13.706,0.0,23.917,6.817,3.801
6240,58.364,49.093,6.495,2.776,45.716,4.898,0.0
3732,141.77,124.22,14.318,3.232,102.457,7.421,3.658
1859,68.84,56.367,12.473,0.0,33.813,5.796,3.867
4517,58.942,44.277,14.665,0.0,36.521,7.604,3.757
6086,50.476,40.572,8.653,0.0,31.243,3.142,3.562
7968,55.613,44.585,11.028,0.0,41.866,4.789,3.754
10937,19.426,8.82,10.605,0.0,8.026,4.125,4.091
1091,50.475,37.757,12.718,0.0,30.799,6.062,3.79
2270,91.232,75.49,15.742,0.0,61.252,8.471,3.724
11012,52.142,34.869,17.273,0.0,26.43,9.681,3.7
11220,34.565,23.539,11.027,0.0,22.28,4.367,4.175
9839,39.684,32.013,7.67,0.0,25.118,2.488,3.455
10796,68.884,50.615,18.269,0.0,41.504,10.218,3.919
11644,114.529,95.801,18.728,0.0,78.01,10.673,3.818
2089,45.64,22.701,17.473,3.548,21.487,9.613,3.923
872,89.14,60.774,19.545,3.904,41.315,11.243,3.898
9653,34.643,14.265,15.02,3.232,13.401,7.42,4.216
2841,108.342,91.859,16.483,0.0,71.421,8.828,3.927
3993,18.509,8.822,9.687,0.0,7.113,3.392,4.113
886,48.67,31.511,8.799,2.371,20.917,3.196,3.621
12035,31.668,18.891,10.409,2.367,17.67,3.889,4.176
5258,72.951,53.442,16.277,3.232,41.372,8.771,3.825
288,33.586,15.964,14.424,3.198,13.049,7.394,3.78
10550,65.193,54.243,8.631,2.319,42.291,2.784,3.903
11482,47.353,37.379,9.974,0.0,29.066,3.964,3.763
8775,69.718,55.57,14.148,0.0,52.162,6.962,3.986
1892,57.037,42.645,12.024,2.367,40.362,5.717,3.598
10908,70.837,51.451,15.289,0.0,34.567,8.195,3.636
10306,122.653,113.334,9.319,0.0,89.302,3.306,3.906
2419,63.533,45.702,14.501,3.331,36.739,7.447,3.774
8183,11.926,8.959,2.967,0.0,8.384,0.0,2.339
6825,10.721,0.005,10.716,0.0,0.004,4.323,3.98
11274,22.519,11.269,11.25,0.0,6.591,6.808,2.059
6019,126.677,114.97,10.41,0.0,93.763,4.4,3.665
3759,31.252,18.583,9.471,3.198,14.311,5.443,2.022
11046,111.711,98.518,8.656,2.319,79.608,3.124,3.582
1832,60.088,48.553,9.164,2.371,39.707,3.308,3.793
12095,53.705,32.082,17.478,4.145,30.081,11.673,2.102
826,15.729,10.253,5.476,0.0,8.457,0.0,4.222
10504,127.875,114.655,10.999,2.221,68.287,4.472,4.05
7769,26.412,13.603,10.678,2.132,8.06,4.283,3.989
6489,28.702,11.062,14.386,3.254,7.524,7.144,4.002
10736,19.886,10.971,8.915,0.0,8.65,3.073,3.834
11280,179.75,162.395,14.404,2.951,95.288,7.219,3.928
10352,78.853,60.228,15.372,3.254,56.923,8.203,3.706
9297,27.082,12.937,10.891,3.254,9.951,8.213,0.0
10160,83.978,70.458,8.911,2.371,55.108,3.298,3.606
12637,22.41,13.884,8.527,0.0,11.224,2.89,3.716
6442,114.024,91.825,17.187,0.0,71.954,9.643,3.671
4315,25.039,16.352,8.687,0.0,12.921,3.617,3.113
12896,10.093,4.371,5.721,0.0,3.605,0.0,4.433
12298,162.321,154.886,7.435,0.0,121.373,1.997,3.757
217,41.539,27.961,10.914,2.665,23.016,4.694,3.762
6670,29.241,18.283,10.958,0.0,14.058,5.042,3.447
673,33.088,16.419,16.67,0.0,10.907,8.894,4.02
3766,54.212,37.739,16.472,0.0,28.887,8.773,3.973
6214,58.137,45.628,12.509,0.0,42.745,5.622,4.069
10399,86.625,72.062,14.564,0.0,59.431,7.384,3.898
441,12.696,7.191,5.506,0.0,6.73,0.0,4.266
2640,14.356,9.105,5.251,0.0,7.501,0.0,4.065
8148,59.487,43.904,12.624,2.959,36.075,6.271,3.508
7100,53.023,29.106,19.772,4.145,27.28,11.519,3.798
5657,169.883,152.239,11.778,2.776,124.253,5.561,3.563
4785,47.166,41.981,5.184,0.0,39.49,3.91,0.0
5233,130.778,112.609,9.601,2.783,91.819,3.478,3.952
12862,46.143,18.791,22.926,4.426,15.306,13.794,3.947
1693,54.838,37.896,10.324,2.132,28.858,4.311,3.687
2678,100.957,84.689,11.871,2.776,69.095,5.653,3.534
10167,29.713,14.782,12.563,2.367,11.901,5.733,3.951
8170,62.702,49.795,10.686,2.221,41.074,4.46,3.809
7904,86.136,73.055,10.795,0.0,68.735,4.301,4.053
7138,97.515,76.509,17.318,3.688,62.871,9.413,3.988
11287,23.217,13.774,9.443,0.0,11.27,3.464,3.852
12066,86.891,72.015,12.1,2.776,58.683,5.702,3.663
2812,96.58,76.003,20.577,0.0,71.937,12.045,3.895
10503,9.739,4.127,5.612,0.0,3.334,0.0,4.348
13140,20.715,4.095,13.422,3.198,2.786,6.673,3.725
3108,31.183,22.465,8.718,0.0,18.024,6.574,0.0
6648,63.334,53.89,9.444,0.0,43.68,3.464,3.852
11425,144.746,131.722,10.248,2.776,108.581,5.69,2.364
4923,44.672,25.159,13.076,2.959,23.644,6.565,3.565
11041,9.264,3.7,5.564,0.0,3.49,0.0,4.311
1835,23.501,11.397,12.105,0.0,10.583,5.719,3.658
479,7.074,4.055,3.019,0.0,2.833,0.0,2.381
8184,63.255,47.912,12.252,0.0,38.264,5.702,3.79
2011,34.28,22.881,8.796,2.603,21.38,6.633,0.0
7563,43.054,32.551,8.133,2.371,26.176,2.474,3.827
1694,17.087,11.481,5.606,0.0,8.125,0.0,4.344
7107,92.53,81.86,9.049,0.0,66.803,5.014,2.119
5462,75.317,49.395,16.695,3.681,40.624,12.589,0.0
10964,51.259,39.977,8.963,2.319,32.832,3.148,3.796
10158,59.761,48.412,9.03,2.319,39.567,3.136,3.86
9069,33.417,20.501,10.549,2.367,16.761,4.974,3.199
9855,73.552,55.645,17.907,0.0,45.224,10.036,3.82
1204,34.873,20.047,12.162,2.665,16.253,5.511,3.9
1036,110.72,93.063,14.818,2.838,75.248,7.886,3.535
674,42.291,22.677,11.745,2.665,17.244,5.241,3.858
4120,30.935,15.722,11.386,2.367,11.725,4.85,3.971
1452,45.38,25.67,16.513,3.198,21.018,8.911,3.881
11628,4.679,1.656,3.023,0.0,1.541,0.0,2.383
8522,88.807,78.492,7.996,2.319,64.749,2.881,3.313
2824,122.261,99.025,16.275,2.951,77.597,8.795,3.8
5833,107.778,93.157,11.845,2.776,76.831,5.496,3.671
7758,87.592,72.022,12.795,2.776,58.239,6.115,3.747
10535,8.705,3.263,5.443,0.0,2.496,0.0,4.218
12606,71.156,55.412,15.744,0.0,44.607,10.254,2.154
8374,100.912,88.269,12.643,0.0,72.825,5.715,4.069
10363,26.49,14.81,11.68,0.0,13.702,5.251,3.798
5659,71.923,54.81,17.113,0.0,51.306,11.237,2.242
11077,22.673,14.498,8.175,0.0,10.68,2.414,3.919
11245,74.732,58.205,12.13,2.776,54.444,5.778,3.62
3902,139.327,126.897,10.81,0.0,120.043,5.064,3.311
1669,95.881,79.717,12.965,3.198,75.304,6.225,3.819
12898,75.159,52.894,11.424,2.665,42.771,4.983,3.867
4129,19.761,10.926,8.836,0.0,10.197,2.844,4.002
5666,77.303,64.176,9.856,0.0,60.72,5.549,2.215
8179,81.452,53.965,23.229,4.257,50.283,14.184,3.791
5454,12.761,3.473,9.289,0.0,3.09,3.511,3.685
7767,94.535,61.482,26.119,0.0,58.182,16.204,3.926
1490,61.265,51.355,7.778,2.132,42.042,3.944,2.187
226,37.005,21.586,9.889,2.845,16.561,3.696,3.966
828,33.845,14.815,15.957,3.074,12.099,8.126,4.236
3101,55.729,45.021,10.709,0.0,37.136,4.412,3.875
6473,16.673,0.004,13.416,3.254,0.003,6.702,3.691
470,19.976,16.952,3.025,0.0,11.525,0.0,2.385
1232,83.938,76.14,7.798,0.0,62.791,2.381,3.661
3565,15.631,2.062,13.568,0.0,1.63,6.683,3.829
6017,113.358,95.988,17.37,0.0,90.61,9.79,3.651
2685,75.178,46.85,23.727,4.601,43.374,14.632,3.729
3757,39.415,21.743,17.672,0.0,20.525,10.062,3.627
6225,69.133,50.246,15.655,3.232,47.036,8.075,4.054
4572,32.362,18.984,11.157,2.221,17.704,4.815,3.828
1000,33.703,11.741,18.414,3.548,8.783,9.817,4.449
9631,92.42,73.384,19.036,0.0,67.564,10.766,3.905
6679,64.218,53.124,11.094,0.0,41.083,4.69,3.904
3139,11.819,4.416,7.403,0.0,4.109,3.695,2.139
810,18.113,9.8,8.313,0.0,7.814,2.749,3.692
6813,111.98,90.275,17.826,3.878,73.079,9.921,3.874
10390,106.714,94.64,9.409,2.665,78.065,5.108,2.303
448,36.432,26.864,7.672,1.897,25.233,2.16,3.784
1804,88.759,77.898,10.861,0.0,60.791,4.71,3.704
1038,55.314,44.021,11.293,0.0,41.658,5.061,3.687
9255,22.374,13.931,8.443,0.0,13.012,2.825,3.716
11070,58.993,52.286,4.576,2.132,43.005,3.45,0.0
9093,21.397,12.78,8.617,0.0,10.462,2.755,3.921
8373,24.235,9.238,10.285,0.0,7.62,3.987,3.981
11084,144.171,123.51,15.258,3.254,101.059,8.411,3.409
5008,67.548,52.002,12.456,0.0,42.6,5.825,3.814
5834,89.725,73.33,13.436,2.959,59.55,6.675,3.734
8717,97.348,86.555,8.474,2.319,71.417,2.521,4.044
8525,87.395,73.251,11.184,2.959,59.215,6.785,2.005
13185,45.625,26.078,19.547,0.0,21.358,11.331,3.812
12057,221.595,207.725,12.249,0.0,170.478,5.727,3.752
6222,76.502,65.759,10.743,0.0,53.68,5.007,3.316
645,28.643,16.989,9.521,2.132,15.548,3.828,3.548
1007,58.881,53.299,5.582,0.0,48.221,0.0,4.325
1235,29.118,21.542,7.576,0.0,20.114,1.967,3.903
9058,25.2,7.66,14.58,2.959,7.243,7.25,4.046
6010,88.078,75.424,12.654,0.0,59.102,5.921,3.871
11619,19.427,6.314,13.113,0.0,5.889,6.308,3.851
1463,22.581,13.239,6.971,2.371,10.834,3.182,2.314
12854,104.793,82.483,18.431,3.878,68.033,10.722,3.556
2020,30.836,13.665,10.553,2.132,10.031,4.059,4.117
7552,21.902,9.308,10.461,2.132,8.612,4.27,3.835
1497,25.199,10.895,11.639,2.665,7.407,5.033,3.984
10955,9.331,0.451,8.88,0.0,0.424,3.484,3.396
11887,75.338,67.143,8.195,0.0,55.316,4.148,2.312
10169,94.052,78.59,12.682,2.78,63.142,6.255,3.57
483,15.021,6.649,8.372,0.0,5.485,4.565,2.033
7136,51.933,39.704,9.563,2.665,37.574,5.484,2.054
11289,122.408,89.683,27.212,5.513,73.044,19.387,2.059
10936,103.429,47.926,21.701,4.426,39.14,13.109,3.682
2615,57.787,30.504,16.842,4.426,24.392,12.7,0.0
7367,111.302,85.693,16.908,3.688,70.685,11.309,2.009
5430,83.924,61.103,18.943,3.878,50.399,10.745,3.913
1090,83.604,72.531,11.072,0.0,43.508,4.993,3.585
7969,16.019,10.6,5.419,0.0,7.097,0.0,4.199
6087,56.941,41.797,12.368,2.776,34.223,6.153,3.379
5266,142.292,126.305,13.4,2.587,119.568,6.464,3.906
3191,16.918,11.272,5.645,0.0,8.496,4.257,0.0
4186,145.985,128.151,12.47,0.0,121.298,6.482,3.178
12239,58.445,38.447,17.369,0.0,31.714,9.651,3.804
4340,131.615,112.631,16.033,2.951,91.592,8.836,3.521
5292,150.465,129.916,16.86,3.688,107.161,11.257,2.023
3165,74.511,62.997,11.514,0.0,48.507,4.989,3.932
6417,81.953,61.275,16.99,3.688,48.874,9.34,3.754
3357,8.222,2.739,5.483,0.0,2.206,0.0,4.248
6625,20.512,11.536,8.976,0.0,9.516,3.518,3.436
1400,56.672,40.434,13.04,3.198,32.142,6.202,3.9
11810,102.951,97.041,5.91,0.0,58.21,2.453,2.205
9209,56.944,34.139,18.661,4.145,27.389,12.797,1.91
6241,57.379,39.32,9.538,2.776,36.893,5.475,2.042
1858,29.695,20.322,9.373,0.0,19.009,3.691,3.571
4516,34.17,18.066,13.501,2.603,15.126,6.249,4.211
626,8.855,0.0,6.484,2.371,0.0,2.764,2.347
4724,100.424,66.359,28.544,5.521,62.816,18.279,3.832
1256,54.539,42.954,9.215,2.371,39.496,3.227,3.912
414,50.498,38.628,8.183,1.897,36.092,2.268,4.072
3501,0.0,0.0,0.0,0.0,0.0,4.972,4.05
4985,55.689,43.225,9.68,2.783,35.073,3.748,3.751
289,73.095,62.253,8.472,2.371,58.917,2.838,3.719
11483,136.742,126.609,10.133,0.0,103.91,7.641,0.0
9494,80.086,59.2,15.529,3.232,55.871,8.266,3.752
2840,22.244,13.838,8.406,0.0,11.195,4.518,2.107
12808,30.061,17.967,12.093,0.0,14.769,5.154,4.216
2418,56.696,43.355,10.558,2.783,35.714,4.294,3.886
7358,125.508,106.935,15.622,2.951,82.844,8.205,3.885
10135,23.979,0.162,19.559,4.257,0.131,11.168,3.984
6870,7.749,2.31,5.439,0.0,1.871,0.0,4.214
11221,64.628,51.611,13.018,0.0,42.601,6.255,3.829
12696,36.401,22.226,14.175,0.0,17.827,7.155,3.827
619,18.254,9.34,8.914,0.0,7.202,3.208,3.698
9652,144.561,119.077,25.484,0.0,97.903,15.69,4.03
2088,30.307,21.426,8.882,0.0,16.166,2.485,4.396
6428,30.873,17.604,10.424,2.845,13.41,4.251,3.825
3966,31.225,21.478,7.85,1.897,16.213,2.184,3.898
4723,137.651,116.549,17.413,3.688,109.283,9.622,3.799
413,42.487,31.95,8.169,2.367,21.534,4.228,2.21
4511,91.398,54.537,16.306,0.0,44.988,8.734,3.898
1063,137.173,120.858,16.314,0.0,99.396,9.262,3.376
621,65.784,51.097,11.843,2.845,39.754,5.284,3.89
2282,39.36,25.3,8.721,2.783,20.87,3.468,3.288
6622,53.653,34.325,19.328,0.0,32.261,11.425,3.531
4175,37.294,29.057,8.237,0.0,23.526,2.75,3.631
5295,54.829,31.478,23.351,0.0,25.39,14.156,3.84
1635,53.244,41.992,8.882,2.371,28.547,2.931,3.95
10569,46.182,37.496,8.686,0.0,35.49,2.831,3.899
5053,140.902,129.29,11.612,0.0,105.691,5.477,3.51
12830,50.556,11.936,26.479,4.974,11.05,16.766,3.746
2044,150.721,137.285,11.215,2.221,90.367,4.256,4.423
2878,13.534,1.778,2.841,0.0,1.363,0.0,2.24
11689,92.362,75.945,13.831,2.586,71.882,7.03,3.685
8926,79.744,60.042,19.703,0.0,56.461,11.247,3.938
7152,43.608,31.331,9.494,2.783,29.297,3.49,3.865
10931,42.375,34.399,7.976,0.0,32.557,4.265,2.022
874,39.035,23.626,12.743,2.665,18.041,5.568,4.305
4378,82.639,67.46,12.403,2.776,54.96,5.792,3.817
5098,42.621,30.09,10.399,2.132,22.615,4.26,3.797
1438,66.83,52.367,11.687,2.776,31.134,5.132,3.921
11470,33.557,18.602,13.272,0.0,12.517,6.419,3.863
1860,82.812,69.128,10.908,2.776,52.578,4.913,3.493
11828,42.722,28.33,11.727,2.665,26.815,5.579,3.507
11014,91.037,75.992,7.862,0.0,71.101,4.058,2.138
3539,58.719,49.021,9.699,0.0,33.078,3.988,3.526
9003,32.181,18.714,11.1,2.367,15.286,5.126,3.473
7199,47.007,33.135,11.207,2.665,26.68,4.979,3.694
8317,42.762,28.183,11.804,2.776,23.011,5.175,3.97
7951,56.025,32.732,18.281,0.0,30.98,10.275,3.887
6883,80.582,67.854,9.952,2.776,46.064,5.575,2.269
2847,126.709,105.784,13.965,2.951,99.099,8.862,2.145
7509,67.934,57.298,10.637,0.0,46.763,6.304,2.074
5850,131.521,103.846,15.351,3.232,79.931,7.914,3.978
11484,12.115,9.206,2.91,0.0,6.872,0.0,2.294
1431,10.552,4.927,5.625,0.0,3.678,0.0,4.358
273,69.623,54.395,12.452,2.776,42.185,5.825,3.822
3366,15.05,1.118,13.932,0.0,1.059,7.445,3.348
3154,45.617,30.085,11.046,0.0,22.325,4.816,3.741
2086,19.509,3.997,15.511,0.0,3.743,8.042,3.974
3530,67.927,51.575,10.486,2.776,42.55,6.094,2.147
6042,64.487,45.613,15.621,3.254,42.921,8.047,4.054
425,12.129,6.666,5.463,0.0,4.87,0.0,4.233
1267,22.118,13.533,8.585,0.0,10.072,2.371,4.281
1869,186.722,174.04,9.837,2.845,135.17,3.697,3.924
617,53.157,39.856,13.301,0.0,32.873,6.369,3.936
1055,66.141,56.61,9.53,0.0,53.578,3.559,3.825
3702,29.879,10.337,15.992,3.551,9.651,8.769,3.619
6270,44.026,32.801,8.906,2.319,30.651,3.08,3.819
7958,54.29,37.02,14.319,2.951,30.28,7.123,3.97
5065,153.265,135.338,17.928,0.0,111.637,12.423,1.707
287,24.579,13.331,8.878,2.371,10.605,3.231,3.647
3392,36.418,28.091,8.326,0.0,22.695,2.442,4.009
7732,44.944,23.452,17.613,3.878,19.197,9.829,3.8
8548,57.926,38.26,19.666,0.0,31.042,13.318,2.181
2072,58.928,44.626,11.637,2.665,34.968,5.206,3.809
5257,53.13,39.865,7.398,2.776,23.914,5.579,0.0
4385,48.58,40.689,7.891,0.0,27.341,4.031,2.189
12806,66.843,53.25,11.372,2.221,49.521,4.764,4.047
11022,47.358,35.508,11.85,0.0,23.848,5.773,3.397
4518,61.913,46.083,10.466,0.0,42.702,4.405,3.703
1856,19.408,16.207,3.201,0.0,10.882,0.0,2.523
12495,58.672,49.44,9.231,0.0,37.416,5.024,2.252
6841,15.633,5.267,10.367,0.0,4.212,4.316,3.715
9809,21.275,14.793,6.482,0.0,10.062,3.183,1.926
8583,58.791,47.399,9.073,2.319,38.5,3.14,3.852
3359,18.169,7.694,10.474,0.0,7.122,4.271,3.844
11446,150.62,138.643,9.2,2.776,114.313,5.173,2.078
4940,22.804,22.804,0.0,0.0,18.697,0.0,0.0
11680,90.333,59.12,12.363,0.0,54.615,5.718,3.86
10560,83.7,66.94,12.362,2.776,54.57,5.722,3.854
4188,57.834,39.108,18.725,0.0,37.02,10.683,3.823
10938,86.619,75.099,11.52,0.0,61.61,5.042,3.874
12653,38.749,26.685,9.288,2.776,21.911,5.079,2.242
12461,17.969,1.18,16.789,0.0,0.903,9.173,3.833
7967,72.298,45.566,22.321,4.411,42.21,13.291,3.913
2075,58.59,46.179,7.993,2.132,43.705,4.082,2.217
2849,57.509,45.279,12.23,0.0,42.793,5.545,3.93
5250,117.627,97.859,13.941,2.586,75.459,6.901,3.899
5062,57.078,47.909,9.169,0.0,39.37,3.146,3.959
3395,33.818,8.862,15.08,3.254,7.128,8.035,3.647
10558,15.198,12.209,2.989,0.0,10.07,0.0,2.356
2623,16.942,11.425,5.517,0.0,7.582,0.0,4.275
6283,24.349,10.693,10.992,2.665,8.397,4.992,3.523
7163,98.111,72.643,21.041,4.426,67.397,12.726,3.556
5634,25.254,8.807,13.249,3.198,7.046,6.649,3.615
1052,104.182,88.433,15.75,0.0,83.246,8.211,3.977
3537,35.972,17.596,10.56,2.959,12.944,6.136,2.187
1260,243.167,213.089,13.922,2.951,175.708,7.182,3.592
3153,65.319,46.041,15.947,3.331,37.472,8.554,3.801
2081,33.416,19.886,10.845,0.0,18.815,4.649,3.754
6421,87.431,77.658,9.774,0.0,63.491,5.62,2.083
5096,97.386,87.374,7.237,2.776,71.725,5.457,0.0
6613,62.084,44.982,17.102,0.0,41.278,11.092,2.379
7960,58.791,46.811,9.198,2.783,43.752,3.337,3.789
8114,61.551,44.602,16.949,0.0,36.782,9.638,3.491
8928,77.223,61.725,10.917,2.665,58.141,4.477,3.981
1099,25.406,13.396,12.01,0.0,9.825,5.519,3.785
9690,47.459,26.485,17.069,3.904,24.662,9.383,3.84
12002,76.983,61.37,15.613,0.0,50.391,8.314,3.768
1409,15.392,9.723,5.669,0.0,7.153,0.0,4.393
5895,112.871,66.072,17.503,3.878,54.113,9.899,3.661
4947,73.28,60.413,10.647,2.221,56.955,4.394,3.846
13124,23.839,9.403,11.771,2.665,8.845,5.017,4.103
4349,14.111,5.922,8.189,0.0,4.714,2.698,3.646
11673,60.163,39.77,11.591,2.845,30.768,4.987,3.993
